Phyla,AveCercozoa,AveChlorophyta,AveChromerida,AveCryptophyta,AveEuglenophyta,AveHaptophyta,AveMiozoa,AveOchrophyta,AvePelagophyta,AveRhodophyta,AveStreptophyta
vFam_1309,0,0.1739130435,0,0,0,0,0,0,0,0,0
vFam_1497,0,0.1739130435,0,0,0,0,0,0,0,0,0
vFam_2398,0,0.1739130435,0,0,0,0,0,0,0,0,0
vFam_388,0,0.1739130435,0,0,0,0,0,0,0,0,0
vFam_1419,0,0.1594202899,0,0,0,0,0,0,0,0,0
vFam_3957,0,0.1304347826,0,0,0,0,0,0,0,0,0
vFam_4201,0,0.1304347826,0,0,0,0,0,0,0,0,0
vFam_650,0,0.1304347826,0,0,0,0,0,0,0,0,0
vFam_5936,0,0.115942029,0,0,0,0,0,0,0,0,0
vFam_642,0,0.115942029,0,0,0,0,0,0,0,0,0
vFam_411,0,0.1014492754,0,0,0,0,0,0,0,0,0
vFam_4714,0,0.1014492754,0,0,0,0,0,0,0,0,0
vFam_5120,0,0.1014492754,0,0,0,0,0,0,0,0,0
vFam_5629,0,0.1014492754,0,0,0,0,0,0,0,0,0
vFam_799,0,0.1014492754,0,0,0,0,0,0,0,0,0
vFam_226,0,0.08695652174,0,0,0,0,0,0,0,0,0
vFam_295,0,0.08695652174,0,0,0,0,0,0,0,0,0
vFam_3085,0,0.08695652174,0,0,0,0,0,0,0,0,0
vFam_4877,0,0.08695652174,0,0,0,0,0,0,0,0,0
vFam_5229,0,0.08695652174,0,0,0,0,0,0,0,0,0
vFam_5848,0,0.08695652174,0,0,0,0,0,0,0,0,0
vFam_6245,0,0.08695652174,0,0,0,0,0,0,0,0,0
vFam_2448,0,0.07246376812,0,0,0,0,0,0,0,0,0
vFam_4110,0,0.07246376812,0,0,0,0,0,0,0,0,0
vFam_4559,0,0.07246376812,0,0,0,0,0,0,0,0,0
vFam_876,0,0.07246376812,0,0,0,0,0,0,0,0,0
vFam_1723,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_2103,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_2720,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_28,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_3635,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_3835,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_4175,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_4638,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_4792,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_6416,0,0.05797101449,0,0,0,0,0,0,0,0,0
vFam_1751,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_2027,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_221,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_2974,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_3212,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_3291,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_3639,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_4039,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_4260,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_5562,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_5648,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_5810,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_5875,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_996,0,0.04347826087,0,0,0,0,0,0,0,0,0
vFam_3262,0.6666666667,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_157,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_1701,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_2028,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_2198,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_2498,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_2756,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_3209,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_3270,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_3370,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_3823,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_4434,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_4920,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_5025,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_5207,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_5277,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_5671,0,0.02898550725,0,0,0,0,0,0,0,0,0
vFam_3689,0.3333333333,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_1042,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_1079,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_1080,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_2140,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_2302,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_2634,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_2955,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_3758,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_4155,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_4475,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_5102,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_5377,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_5567,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_5898,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_6181,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_6403,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_6561,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_705,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_994,0,0.01449275362,0,0,0,0,0,0,0,0,0
vFam_2516,9.666666667,0,0,0,0,0,0,0,0,0,0
vFam_1138,8.666666667,0,0,0,0,0,0,0,0,0,0
vFam_4119,4.666666667,0,0,0,0,0,0,0,0,0,0
vFam_5314,2.666666667,0,0,0,0,0,0,0,0,0,0
vFam_6131,2.666666667,0,0,0,0,0,0,0,0,0,0
vFam_3567,2,0,0,0,0,0,0,0,0,0,0
vFam_821,0.3333333333,0,0,0,0,0,0,0,0,0,0
vFam_1055,0,0,0,0,0,0,0,0,0,0,0
vFam_1372,0,0,0,0,0,0,0,0,0,0,0
vFam_1401,0,0,0,0,0,0,0,0,0,0,0
vFam_1866,0,0,0,0,0,0,0,0,0,0,0
vFam_1899,0,0,0,0,0,0,0,0,0,0,0
vFam_2063,0,0,0,0,0,0,0,0,0,0,0
vFam_2332,0,0,0,0,0,0,0,0,0,0,0
vFam_2351,0,0,0,0,0,0,0,0,0,0,0
vFam_380,0,0,0,0,0,0,0,0,0,0,0
vFam_387,0,0,0,0,0,0,0,0,0,0,0
vFam_3998,0,0,0,0,0,0,0,0,0,0,0
vFam_4569,0,0,0,0,0,0,0,0,0,0,0
vFam_4630,0,0,0,0,0,0,0,0,0,0,0
vFam_5109,0,0,0,0,0,0,0,0,0,0,0
vFam_6158,0,0,0,0,0,0,0,0,0,0,0
vFam_6192,0,0,0,0,0,0,0,0,0,0,0
vFam_6471,0,0,0,0,0,0,0,0,0,0,0
vFam_863,0,0,0,0,0,0,0,0,0,0,0
vFam_875,0,0,0,0,0,0,0,0,0,0,0
vFam_96,0,0,0,0,0,0,0,0,0,0,0
