Phyla,AveCercozoa,AveChlorophyta,AveChromerida,AveCryptophyta,AveEuglenophyta,AveHaptophyta,AveMiozoa,AveOchrophyta,AvePelagophyta,AveRhodophyta,AveStreptophyta
vFam_1582,0,0.5217391304,1,1,0,2.111111111,0.6363636364,1.619047619,2,0.1428571429,0
vFam_2058,1.333333333,0.4057971014,1,1.5,0,0.2222222222,0.09090909091,0.8571428571,1,0.1428571429,0
vFam_3256,0,0.2753623188,0,0.75,0,0.2222222222,0.09090909091,0.8333333333,1,0.1428571429,0
vFam_4036,1.666666667,0.3768115942,0,0.25,0,0.1111111111,0.2727272727,1.523809524,0,0.1428571429,0
vFam_1791,0,0.8260869565,0,0.5,0.5,0.4444444444,0.4545454545,0.8095238095,0,0.1428571429,0
vFam_2740,1.333333333,0.4492753623,0,0,0,0.1111111111,0.1818181818,0.8095238095,0,0.1428571429,0
vFam_6137,2,0.1739130435,0,0,0,0,0,0.3571428571,0,0.1428571429,0
vFam_1759,0,0.1449275362,0,0,0,0,0.1818181818,0.1666666667,0,0.1428571429,0
vFam_1760,0.6666666667,0.01449275362,0,0,0,0,0.1818181818,0.1428571429,0,0.1428571429,0
vFam_3940,0,0,0,0,0,0,0,0,0,0.1428571429,0
vFam_502,0,0,0,0,0,0,0,0,0,0.1428571429,0
vFam_5950,0,0,0,0,0,0,0,0,0,0.1428571429,0
vFam_3039,0,0.5217391304,0,0,0,0,0,0,8,0,0
vFam_1549,6.333333333,6.84057971,29,5.5,0,1.222222222,17.18181818,6.595238095,5,0,0
vFam_1987,2.666666667,1.101449275,0,0,0,0.6666666667,0.2727272727,2.238095238,5,0,0
vFam_6207,0,0.1304347826,0,0,0,0,0.09090909091,0.6428571429,4,0,0
vFam_6168,0,0,0,0,0,0.1111111111,0,0.3095238095,3,0,0
vFam_4187,0.3333333333,0.1449275362,0,3.25,0,1.444444444,0.5454545455,1.404761905,2,0,0
vFam_5538,0,0.01449275362,0,0,0,0.3333333333,0.09090909091,0.8095238095,2,0,0
vFam_98,0,0.6086956522,3,0,0,1.333333333,0.6363636364,0.3333333333,2,0,0
vFam_2432,0,0,0,0,0,0,0,0.1904761905,2,0,0
vFam_197,0,0.5652173913,19,0,0,1.555555556,7.363636364,0.1428571429,2,0,0
vFam_4013,0,0.1014492754,0,0,0,0,0,0.119047619,2,0,0
vFam_3579,0,1.710144928,0,0,30,0.6666666667,2.363636364,0.04761904762,2,0,0
vFam_5678,0,0.4202898551,0,0,0,0.5555555556,0.1818181818,0.04761904762,2,0,0
vFam_4925,0,0,0,0,0,0,0,0,2,0,0
vFam_1141,0.6666666667,0.1594202899,0,2,0,0.3333333333,0.3636363636,0.880952381,1,0,0
vFam_4061,2,0.5507246377,0,0,0,0.3333333333,0,0.5714285714,1,0,0
vFam_3967,0,0.07246376812,0,0,0.5,0,2.090909091,0.3095238095,1,0,0
vFam_3605,0,0.2173913043,0,0.5,0,0,0,0.2857142857,1,0,0
vFam_2703,0,0.1449275362,0,0,0,0.1111111111,0,0.1428571429,1,0,0
vFam_3945,0,0.3333333333,1,0,0,0.3333333333,0.09090909091,0.119047619,1,0,0
vFam_1690,0,0.05797101449,0,0,0,0,0,0.119047619,1,0,0
vFam_1061,0,0.01449275362,0,0,0,0,0,0.119047619,1,0,0
vFam_276,0,0.08695652174,0,0,0,0,0,0.07142857143,1,0,0
vFam_5759,0,0,0,0,0,0,0,0.07142857143,1,0,0
vFam_4739,0,0.01449275362,0,0,0,0.2222222222,0.09090909091,0.04761904762,1,0,0
vFam_1177,0,0.05797101449,0,0,0,0,0.09090909091,0.04761904762,1,0,0
vFam_5363,2.666666667,0.05797101449,4,3,0.5,1,0.2727272727,0.02380952381,1,0,0
vFam_1578,0,0.07246376812,0,0,0,0,0,0.02380952381,1,0,0
vFam_6409,0,0.1304347826,0,0,0,0.4444444444,0.09090909091,0,1,0,0
vFam_4665,1.666666667,0.04347826087,1,0,0,0.3333333333,0.09090909091,0,1,0,0
vFam_217,0,0.115942029,0,0,0,0.2222222222,0,0,1,0,0
vFam_1618,0,0.05797101449,0,0,0,0,0,0,1,0,0
vFam_1586,68.66666667,14.88405797,22,16.25,0,24.77777778,13.36363636,61.21428571,0,0,0
vFam_2419,28,8.637681159,5,13.75,0,5.444444444,5.272727273,45.71428571,0,0,0
vFam_3140,0,29.92753623,4,0,3,9.222222222,0,27.07142857,0,0,0
vFam_1287,0,6.52173913,0,0,2,1.222222222,0,12.0952381,0,0,0
vFam_4131,0,9.52173913,0,0,0,0.7777777778,0,10.57142857,0,0,0
vFam_1555,0,4.057971014,0,0,0,0.6666666667,0,8.119047619,0,0,0
vFam_2412,0,0.8115942029,0,6,0,0,0,7.333333333,0,0,0
vFam_5183,0,0.02898550725,0,0,0,0,0.5454545455,6.428571429,0,0,0
vFam_133,0,0.7391304348,0,0,0,0.6666666667,2,5.30952381,0,0,0
vFam_4575,0,0.07246376812,0,0,0,0,0,4.357142857,0,0,0
vFam_569,2,2.202898551,0,0,0,0.3333333333,0.2727272727,4.214285714,0,0,0
vFam_2659,0.6666666667,0,0,0,0,2.888888889,0,4.095238095,0,0,0
vFam_5325,2.333333333,0.8115942029,2,15.25,0,2.333333333,0.2727272727,4.023809524,0,0,0
vFam_991,5,4.971014493,39,5,0,7.666666667,25.18181818,3.928571429,0,0,0
vFam_1166,0,0.2608695652,0,1,0,0.1111111111,1.454545455,3.714285714,0,0,0
vFam_2261,0.6666666667,0.1014492754,0,0.5,0,0.2222222222,0.3636363636,2.428571429,0,0,0
vFam_5308,0,0.1739130435,0,2.5,0,0,0,2.238095238,0,0,0
vFam_4895,0,0.1884057971,0,0.5,1,0.4444444444,0.4545454545,1.785714286,0,0,0
vFam_1174,0,0.9855072464,0,0,0,0,0.1818181818,1.738095238,0,0,0
vFam_392,3.333333333,1.260869565,0,0.25,0,1.333333333,1.727272727,1.5,0,0,0
vFam_1164,0,0.05797101449,0,0,0,2,0,1.476190476,0,0,0
vFam_5854,0,0.4782608696,0,0,0,0,0.1818181818,1.285714286,0,0,0
vFam_2721,0,0.07246376812,0,0,0,0,0,1.238095238,0,0,0
vFam_2259,0,0.3913043478,2,0,0,0.4444444444,0,1.166666667,0,0,0
vFam_4300,0,2.898550725,0,0,0,0.8888888889,3.545454545,1.142857143,0,0,0
vFam_5563,1.666666667,0.1739130435,0,0,0,0,2.181818182,1.047619048,0,0,0
vFam_3938,0,0.2173913043,0,0.25,0,0.3333333333,0.4545454545,0.9761904762,0,0,0
vFam_4977,18,0.6231884058,0,6.5,0,51.88888889,0,0.880952381,0,0,0
vFam_5320,0,0.9565217391,0,0,0,0,0,0.880952381,0,0,0
vFam_1371,0,0.6956521739,45,0,0,1.333333333,7.545454545,0.7857142857,0,0,0
vFam_4712,0,0.4927536232,45,0,0,0.8888888889,7.272727273,0.7857142857,0,0,0
vFam_5986,0,4.724637681,0,0,0,2.333333333,0.7272727273,0.7857142857,0,0,0
vFam_560,0,0,0,0,0,0,0,0.7857142857,0,0,0
vFam_3305,0,0.08695652174,0,0.75,0,0.1111111111,0.1818181818,0.7619047619,0,0,0
vFam_3261,0,0.2608695652,0,0.25,0,0.8888888889,0.09090909091,0.6428571429,0,0,0
vFam_1939,0,0.3768115942,0,0,0,0,0.1818181818,0.619047619,0,0,0
vFam_5458,0,0.884057971,0,0.5,4,0,0,0.619047619,0,0,0
vFam_3904,1.666666667,0.4202898551,6,4.5,0,0.3333333333,0.09090909091,0.5952380952,0,0,0
vFam_4776,0,0.08695652174,0,0,0,0,0,0.5952380952,0,0,0
vFam_1962,0,0.02898550725,0,0,0,0.4444444444,0.1818181818,0.5714285714,0,0,0
vFam_4865,0.3333333333,0.2608695652,0,0,0,0.2222222222,0.1818181818,0.5714285714,0,0,0
vFam_1854,2,0.115942029,0,0,0,0,0.4545454545,0.5476190476,0,0,0
vFam_1595,8.333333333,0.2463768116,5,4.25,0,1.555555556,0,0.5476190476,0,0,0
vFam_4992,0,0.05797101449,0,0.5,0,0,0,0.5476190476,0,0,0
vFam_5444,4,2.753623188,3,0,0,0.3333333333,11.90909091,0.5238095238,0,0,0
vFam_3512,0.6666666667,0.2173913043,0,1,0,6.888888889,0.2727272727,0.5238095238,0,0,0
vFam_5283,1.666666667,0.2753623188,3,2,0,0.5555555556,0.2727272727,0.5,0,0,0
vFam_3013,0,0.07246376812,0,0,0,0,0,0.5,0,0,0
vFam_5411,0,0,0,0,0,0,0,0.5,0,0,0
vFam_5751,0,0.115942029,0,0,0,0,0.1818181818,0.4761904762,0,0,0
vFam_459,0.6666666667,0.2463768116,0,0.25,0,0.1111111111,0,0.4761904762,0,0,0
vFam_5770,0,0,0,0,0,0,0,0.4761904762,0,0,0
vFam_5525,0,0,0,0,0,0.7777777778,0.5454545455,0.4523809524,0,0,0
vFam_5833,0,1.231884058,0,3.75,0,2.333333333,0,0.4523809524,0,0,0
vFam_591,0,0.1594202899,0,0,0,0.3333333333,0,0.4285714286,0,0,0
vFam_2535,0,0,0,0,0,0,0,0.4285714286,0,0,0
vFam_518,0,0,0,0,0,0,0.4545454545,0.380952381,0,0,0
vFam_4388,0,0.1304347826,0,0,0,0.2222222222,0,0.3571428571,0,0,0
vFam_4892,0,0,0,0,0,0,0,0.3571428571,0,0,0
vFam_2510,0,0.07246376812,0,0,0,0,0.09090909091,0.3333333333,0,0,0
vFam_211,0,0,0,1.75,0,0,0,0.3333333333,0,0,0
vFam_4291,0,0,0,0,0,0,0,0.3333333333,0,0,0
vFam_4837,0,0,0,0,0,0,0,0.3333333333,0,0,0
vFam_3328,0,0,1,0,0,0.5555555556,0,0.3095238095,0,0,0
vFam_5242,0.6666666667,0.1014492754,0,0,0,0.1111111111,0,0.3095238095,0,0,0
vFam_5331,0,0.5652173913,0,0,0,0,1,0.2857142857,0,0,0
vFam_540,0,0,0,0,0,0,0.3636363636,0.2857142857,0,0,0
vFam_2243,0,0.2898550725,0,0.25,0,0.6666666667,0.09090909091,0.2857142857,0,0,0
vFam_4171,0,0.01449275362,0,0,0,0.4444444444,0,0.2857142857,0,0,0
vFam_4317,0,0.3623188406,0,1.5,0,0,0,0.2857142857,0,0,0
vFam_2658,0,0.115942029,1,0.5,0,0,0,0.2857142857,0,0,0
vFam_6193,0,0.1884057971,0,0,0,0,0,0.2857142857,0,0,0
vFam_1219,0,0.2028985507,0,1,0,0,0,0.2619047619,0,0,0
vFam_1136,0,0.01449275362,0,0,0,0,0,0.2619047619,0,0,0
vFam_2823,0,0,0,0,0,0,0.4545454545,0.2380952381,0,0,0
vFam_4853,0,0.01449275362,0,0,0,0.1111111111,0.2727272727,0.2380952381,0,0,0
vFam_2827,0,0,0,0,0,0,0.1818181818,0.2380952381,0,0,0
vFam_5460,0,0.04347826087,0,0,0,0.1111111111,0,0.2380952381,0,0,0
vFam_3752,0.6666666667,0,0,0,0,0,0,0.2380952381,0,0,0
vFam_1306,0,0,0,0,0,0,0,0.2380952381,0,0,0
vFam_6638,0,0,0,0,0,0,0,0.2380952381,0,0,0
vFam_4449,0,0.07246376812,0,0,0,0.1111111111,0.1818181818,0.2142857143,0,0,0
vFam_1142,0,0.1594202899,0,0,0,0,0,0.2142857143,0,0,0
vFam_3468,0,0,0,0,0,0,0,0.2142857143,0,0,0
vFam_1420,0.3333333333,0.3623188406,0,2.5,0,0,0.2727272727,0.1904761905,0,0,0
vFam_4428,0,0.01449275362,0,0,0,0,0.1818181818,0.1904761905,0,0,0
vFam_4764,0,0.02898550725,0,0,0,0,0,0.1904761905,0,0,0
vFam_3789,0.6666666667,0.2028985507,0,0.5,0,0.8888888889,0.8181818182,0.1666666667,0,0,0
vFam_3393,0.6666666667,0,3,0,0,0.5555555556,0.3636363636,0.1666666667,0,0,0
vFam_1940,0,0.07246376812,0,0,0,0.1111111111,0.09090909091,0.1666666667,0,0,0
vFam_199,0,0.115942029,0,0,0,0.6666666667,0,0.1666666667,0,0,0
vFam_610,1.333333333,0,0,0,0,0.2222222222,0,0.1666666667,0,0,0
vFam_848,0,0,0,0.5,0,0,0,0.1666666667,0,0,0
vFam_282,0,0,0,0,0,0,0,0.1666666667,0,0,0
vFam_4339,0,0,0,0,0,0,0,0.1666666667,0,0,0
vFam_2806,2,0.1739130435,0,0,0,0.3333333333,0.1818181818,0.1428571429,0,0,0
vFam_5578,0,0.05797101449,0,0,0,0.2222222222,0,0.1428571429,0,0,0
vFam_2947,0,0,0,0.75,0,0,0,0.1428571429,0,0,0
vFam_1388,0,0.01449275362,3,0,0,0,0,0.1428571429,0,0,0
vFam_3320,0,0.1884057971,0,0,0,0,0,0.1428571429,0,0,0
vFam_4183,0,0.05797101449,0,0,0,0,0,0.1428571429,0,0,0
vFam_3471,0,0.01449275362,0,0,0,0,0,0.1428571429,0,0,0
vFam_2807,3.333333333,0.231884058,0,0,0,0.4444444444,0.3636363636,0.119047619,0,0,0
vFam_2301,0,0.07246376812,0,0,0,0,0.1818181818,0.119047619,0,0,0
vFam_5293,0,0,0,0,0,0,0.1818181818,0.119047619,0,0,0
vFam_1365,0,0.1884057971,0,0.5,0,0.5555555556,0,0.119047619,0,0,0
vFam_2108,0,0.2753623188,0,0,0,0,0,0.119047619,0,0,0
vFam_1412,0,0.05797101449,0,0,0,0,0,0.119047619,0,0,0
vFam_495,0,0.01449275362,0,0,0,0,0,0.119047619,0,0,0
vFam_2446,0,0,0,0,0,0,0,0.119047619,0,0,0
vFam_1167,0,0.02898550725,0,0,0,0.6666666667,0.9090909091,0.09523809524,0,0,0
vFam_5757,0,0.01449275362,0,2.5,0,0.5555555556,0.7272727273,0.09523809524,0,0,0
vFam_743,1.333333333,0.231884058,0,0.25,0,0,0.2727272727,0.09523809524,0,0,0
vFam_190,0,0,2,0,0,0.2222222222,0.09090909091,0.09523809524,0,0,0
vFam_1323,0,0.231884058,0,0,0,0.2222222222,0.09090909091,0.09523809524,0,0,0
vFam_3516,0,0.02898550725,0,1,0,0.1111111111,0.09090909091,0.09523809524,0,0,0
vFam_2996,0.6666666667,0.2028985507,0,0,0,0,0.09090909091,0.09523809524,0,0,0
vFam_220,0,0.1884057971,0,1.25,0,0.8888888889,0,0.09523809524,0,0,0
vFam_2449,0,0.05797101449,0,0.75,0,0.2222222222,0,0.09523809524,0,0,0
vFam_5017,0,0.1014492754,0,0.5,0,0,0,0.09523809524,0,0,0
vFam_4147,0,0,0,0,0,0,0,0.09523809524,0,0,0
vFam_4815,0,0,0,0,0,0,0,0.09523809524,0,0,0
vFam_4717,0,0.347826087,14,0,0,0.7777777778,5.272727273,0.07142857143,0,0,0
vFam_1632,0,0.1449275362,0,0,0,0,0.2727272727,0.07142857143,0,0,0
vFam_4726,0,0,0,0,0,0.4444444444,0,0.07142857143,0,0,0
vFam_3580,0,0.08695652174,0,0.75,0,0.3333333333,0,0.07142857143,0,0,0
vFam_3161,0,0.1594202899,0,0,0,0.1111111111,0,0.07142857143,0,0,0
vFam_5972,0,0,0,0,0,0.1111111111,0,0.07142857143,0,0,0
vFam_1480,0,0.5942028986,0,0,1,0,0,0.07142857143,0,0,0
vFam_2579,0,0.347826087,0,0,0,0,0,0.07142857143,0,0,0
vFam_3268,0,0.231884058,0,0,0,0,0,0.07142857143,0,0,0
vFam_1983,0,0.08695652174,0,0,0,0,0,0.07142857143,0,0,0
vFam_3032,0,0.05797101449,0,0,0,0,0,0.07142857143,0,0,0
vFam_2597,0,0,0,0,0,0,0,0.07142857143,0,0,0
vFam_2617,0,0,23,0,0,0.6666666667,2.090909091,0.04761904762,0,0,0
vFam_2518,0,0.01449275362,0,1.5,0,2.333333333,0.8181818182,0.04761904762,0,0,0
vFam_2116,1.333333333,0.08695652174,0,0,0,0.5555555556,0.7272727273,0.04761904762,0,0,0
vFam_3554,0,0.1014492754,0,0,0,0,0.2727272727,0.04761904762,0,0,0
vFam_54,0,0,0,0,0,0,0.2727272727,0.04761904762,0,0,0
vFam_1255,1,0.07246376812,0,0.25,0,0.2222222222,0.1818181818,0.04761904762,0,0,0
vFam_426,0,0,0,0,0,0,0.1818181818,0.04761904762,0,0,0
vFam_3907,0,0,0,0,0,4.444444444,0,0.04761904762,0,0,0
vFam_4867,1.666666667,0.04347826087,0,0,0,0.4444444444,0,0.04761904762,0,0,0
vFam_5231,0,0.02898550725,0,0,0,0.1111111111,0,0.04761904762,0,0,0
vFam_2,0,0,0,0,0,0.1111111111,0,0.04761904762,0,0,0
vFam_4419,0,0,0,0,0,0.1111111111,0,0.04761904762,0,0,0
vFam_5577,0,0.1304347826,0,1.5,0,0,0,0.04761904762,0,0,0
vFam_1705,0,0,0,0.25,0,0,0,0.04761904762,0,0,0
vFam_5828,0,0.1449275362,0,0,0,0,0,0.04761904762,0,0,0
vFam_2478,0,0.04347826087,0,0,0,0,0,0.04761904762,0,0,0
vFam_5461,0,0.02898550725,0,0,0,0,0,0.04761904762,0,0,0
vFam_1176,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_1191,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_1217,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_2605,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_3026,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_305,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_5326,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_81,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_986,0,0,0,0,0,0,0,0.04761904762,0,0,0
vFam_2754,0,0.07246376812,0,1,0,1.888888889,0.4545454545,0.02380952381,0,0,0
vFam_293,0.6666666667,0.01449275362,0,4.5,0,0,0.1818181818,0.02380952381,0,0,0
vFam_184,0,0.04347826087,0,0,0,0,0.1818181818,0.02380952381,0,0,0
vFam_3070,0,0.08695652174,0,0,0,0,0.09090909091,0.02380952381,0,0,0
vFam_5379,0,0.02898550725,0,0,0,0,0.09090909091,0.02380952381,0,0,0
vFam_702,0,0.02898550725,0,0,0,0,0.09090909091,0.02380952381,0,0,0
vFam_4095,2,0.01449275362,0,0,0,0,0.09090909091,0.02380952381,0,0,0
vFam_3571,0,0,0,0,0,0,0.09090909091,0.02380952381,0,0,0
vFam_2984,0,0.01449275362,0,0,0,0.4444444444,0,0.02380952381,0,0,0
vFam_5053,0,0,0,0,0,0.4444444444,0,0.02380952381,0,0,0
vFam_3948,0,0.1594202899,1,1.5,0,0,0,0.02380952381,0,0,0
vFam_1950,0,0.1594202899,0,0.25,0,0,0,0.02380952381,0,0,0
vFam_5056,0,0,1,0,0,0,0,0.02380952381,0,0,0
vFam_4706,0,0.1014492754,0,0,0,0,0,0.02380952381,0,0,0
vFam_2846,0,0.07246376812,0,0,0,0,0,0.02380952381,0,0,0
vFam_2746,0,0.02898550725,0,0,0,0,0,0.02380952381,0,0,0
vFam_5036,0,0.02898550725,0,0,0,0,0,0.02380952381,0,0,0
vFam_1688,0,0.01449275362,0,0,0,0,0,0.02380952381,0,0,0
vFam_3354,0,0.01449275362,0,0,0,0,0,0.02380952381,0,0,0
vFam_13,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_2454,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_2692,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_3012,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_4212,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_4358,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_4918,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_5483,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_5824,0,0,0,0,0,0,0,0.02380952381,0,0,0
vFam_19,0,0.115942029,0,0,0,29.77777778,96.36363636,0,0,0,0
vFam_5613,0,0.2898550725,0,0,0,0.4444444444,2.636363636,0,0,0,0
vFam_2417,0,0,0,0,0,0,2.363636364,0,0,0,0
vFam_42,0,0,0,0,0,0,1.454545455,0,0,0,0
vFam_1724,0,0,0,0,0,0,1,0,0,0,0
vFam_1211,2.666666667,0.2463768116,0,1.25,0,0.5555555556,0.7272727273,0,0,0,0
vFam_583,0,0.02898550725,0,0,1,0,0.6363636364,0,0,0,0
vFam_5163,0,0,0,0,0,0,0.6363636364,0,0,0,0
vFam_176,0,0,0,0,0,0,0.5454545455,0,0,0,0
vFam_6661,0,0,0,0,0,0,0.5454545455,0,0,0,0
vFam_467,0,0.1014492754,0,0,0,0.3333333333,0.4545454545,0,0,0,0
vFam_4240,0,0,0,0,2,0,0.3636363636,0,0,0,0
vFam_5289,0,0.04347826087,0,0,0,0.1111111111,0.2727272727,0,0,0,0
vFam_2046,0,0.2173913043,0,0,0,0,0.2727272727,0,0,0,0
vFam_1212,0,0.1304347826,0,0,0,0,0.2727272727,0,0,0,0
vFam_2836,0,0.05797101449,0,0,0,0,0.2727272727,0,0,0,0
vFam_1472,0,0.02898550725,0,0,0,0,0.2727272727,0,0,0,0
vFam_1651,0,0,0,0,0,0,0.2727272727,0,0,0,0
vFam_5521,0,0,0,0,0,0,0.2727272727,0,0,0,0
vFam_1502,0,0.2028985507,0,0.5,0,0,0.1818181818,0,0,0,0
vFam_2391,0,0.1884057971,0,0,0,0,0.1818181818,0,0,0,0
vFam_3422,0,0.1449275362,0,0,0,0,0.1818181818,0,0,0,0
vFam_5614,0,0.1304347826,0,0,0,0,0.1818181818,0,0,0,0
vFam_5699,0,0.115942029,0,0,0,0,0.1818181818,0,0,0,0
vFam_1624,0,0.04347826087,0,0,0,0,0.1818181818,0,0,0,0
vFam_4891,2.666666667,0.01449275362,0,0,0,0,0.1818181818,0,0,0,0
vFam_4076,0,0,0,0,0,0,0.1818181818,0,0,0,0
vFam_2291,0,0.1449275362,0,0,0.5,0.3333333333,0.09090909091,0,0,0,0
vFam_2546,0,0.02898550725,0,0,0,0.1111111111,0.09090909091,0,0,0,0
vFam_2799,0,0.02898550725,0,0,0,0.1111111111,0.09090909091,0,0,0,0
vFam_3837,1.333333333,0,0,0,0,0.1111111111,0.09090909091,0,0,0,0
vFam_3633,0,0.1014492754,0,0,0.5,0,0.09090909091,0,0,0,0
vFam_3634,0,0.04347826087,0,0,0.5,0,0.09090909091,0,0,0,0
vFam_166,0,0.02898550725,2,0,0,0,0.09090909091,0,0,0,0
vFam_5790,0,0.1739130435,0,0,0,0,0.09090909091,0,0,0,0
vFam_3492,0,0.1449275362,0,0,0,0,0.09090909091,0,0,0,0
vFam_2744,0,0.08695652174,0,0,0,0,0.09090909091,0,0,0,0
vFam_491,0,0.08695652174,0,0,0,0,0.09090909091,0,0,0,0
vFam_5667,0,0.08695652174,0,0,0,0,0.09090909091,0,0,0,0
vFam_3005,0,0.07246376812,0,0,0,0,0.09090909091,0,0,0,0
vFam_1676,0,0.05797101449,0,0,0,0,0.09090909091,0,0,0,0
vFam_1672,0,0.02898550725,0,0,0,0,0.09090909091,0,0,0,0
vFam_5021,0,0.02898550725,0,0,0,0,0.09090909091,0,0,0,0
vFam_2001,0,0.01449275362,0,0,0,0,0.09090909091,0,0,0,0
vFam_4709,0,0.01449275362,0,0,0,0,0.09090909091,0,0,0,0
vFam_141,0,0,0,0,0,0,0.09090909091,0,0,0,0
vFam_1961,0,0,0,0,0,0,0.09090909091,0,0,0,0
vFam_21,0,0,0,0,0,0,0.09090909091,0,0,0,0
vFam_4868,0,0,0,0,0,0,0.09090909091,0,0,0,0
vFam_2057,0,0,0,0,0,6.111111111,0,0,0,0,0
vFam_5535,0,0,0,0,0,3.666666667,0,0,0,0,0
vFam_368,0,0,0,0,0,2.777777778,0,0,0,0,0
vFam_1665,0,0,0,0,0,1.444444444,0,0,0,0,0
vFam_1892,0,0.1594202899,0,1.25,0,1.111111111,0,0,0,0,0
vFam_2197,0,0,0,0,0,1.111111111,0,0,0,0,0
vFam_4063,1.666666667,0.04347826087,4,0,0,1,0,0,0,0,0
vFam_549,0,0,0,0,0,1,0,0,0,0,0
vFam_2487,0,0,0,0,0,0.5555555556,0,0,0,0,0
vFam_2413,0,0.05797101449,0,0,0,0.4444444444,0,0,0,0,0
vFam_3323,0,0,0,0,0,0.4444444444,0,0,0,0,0
vFam_5135,0,0,0,0,0,0.3333333333,0,0,0,0,0
vFam_1438,0,0.1014492754,0,0,0,0.2222222222,0,0,0,0,0
vFam_3440,0,0,0,0,0,0.2222222222,0,0,0,0,0
vFam_5159,0,0,0,0,0,0.2222222222,0,0,0,0,0
vFam_749,0,0.02898550725,1,0,0,0.1111111111,0,0,0,0,0
vFam_332,0,0.1014492754,0,0,0,0.1111111111,0,0,0,0,0
vFam_2762,2.666666667,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_1737,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_203,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_297,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_3294,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_4491,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_4545,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_4670,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_4946,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_5226,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_5533,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_5571,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_5586,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_5988,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_6229,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_6341,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_6379,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_6494,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_6495,0,0,0,0,0,0.1111111111,0,0,0,0,0
vFam_249,0,0,0,0,0.5,0,0,0,0,0,0
vFam_1416,0,0,0,1.75,0,0,0,0,0,0,0
vFam_6310,0,0,0,1.5,0,0,0,0,0,0,0
vFam_3600,0,0,0,1,0,0,0,0,0,0,0
vFam_3515,0,0.01449275362,0,0.75,0,0,0,0,0,0,0
vFam_1620,0,0,0,0.75,0,0,0,0,0,0,0
vFam_1631,0,0.115942029,0,0.5,0,0,0,0,0,0,0
vFam_1433,0,0.1014492754,0,0.5,0,0,0,0,0,0,0
vFam_707,0,0.02898550725,0,0.5,0,0,0,0,0,0,0
vFam_3486,0,0.1014492754,0,0.25,0,0,0,0,0,0,0
vFam_978,0,0.02898550725,0,0.25,0,0,0,0,0,0,0
vFam_1658,0,0,0,0.25,0,0,0,0,0,0,0
vFam_1907,0,0,0,0.25,0,0,0,0,0,0,0
vFam_4416,0,0,0,0.25,0,0,0,0,0,0,0
vFam_2835,0,0.1304347826,2,0,0,0,0,0,0,0,0
vFam_3255,0,0.01449275362,1,0,0,0,0,0,0,0,0
vFam_4235,0,0,1,0,0,0,0,0,0,0,0
vFam_5616,0,0.6376811594,0,0,0,0,0,0,0,0,0
vFam_765,0,0.5797101449,0,0,0,0,0,0,0,0,0
vFam_5762,0,0.5072463768,0,0,0,0,0,0,0,0,0
vFam_2648,0,0.4347826087,0,0,0,0,0,0,0,0,0
vFam_2094,0,0.3768115942,0,0,0,0,0,0,0,0,0
vFam_171,0,0.347826087,0,0,0,0,0,0,0,0,0
vFam_2889,0,0.2753623188,0,0,0,0,0,0,0,0,0
vFam_2585,0,0.231884058,0,0,0,0,0,0,0,0,0
vFam_27,0,0.231884058,0,0,0,0,0,0,0,0,0
vFam_2067,0,0.1884057971,0,0,0,0,0,0,0,0,0
vFam_2129,0,0.1884057971,0,0,0,0,0,0,0,0,0
vFam_250,0,0.1884057971,0,0,0,0,0,0,0,0,0
